1.7600000000e+00 1.6560000000e+00 6.7000000000e-01 3.9700000000e-01 1.8988000000e+01 8.2400000000e-01 1.6870000000e+00 6.1900000000e-01 2.5000000000e-01 1.8988000000e+01 4.1600000000e-01
2.1350000000e+00 1.4650000000e+00 5.1600000000e-01 3.1800000000e-01 1.7341000000e+01 8.5000000000e-02 1.5870000000e+00 4.3400000000e-01 2.3500000000e-01 1.7341000000e+01 2.3400000000e-01
1.2100000000e+00 5.6400000000e-01 3.1600000000e-01 1.7600000000e-01 1.6050000000e+01 1.1920000000e+00 6.2100000000e-01 3.4000000000e-01 2.1400000000e-01 1.5953000000e+01 6.6000000000e-02
1.2390000000e+00 7.1000000000e-01 4.0300000000e-01 2.6500000000e-01 1.7744000000e+01 9.3600000000e-01 6.2000000000e-01 4.5200000000e-01 2.4100000000e-01 1.7744000000e+01 1.1700000000e-01
2.2070000000e+00 1.2030000000e+00 4.8100000000e-01 3.2200000000e-01 1.7717000000e+01 -2.0900000000e-01 1.1870000000e+00 4.5300000000e-01 2.5600000000e-01 1.7717000000e+01 1.7200000000e-01
1.5070000000e+00 7.5600000000e-01 3.8100000000e-01 2.8600000000e-01 1.6539000000e+01 1.3470000000e+00 7.4900000000e-01 4.3400000000e-01 2.8500000000e-01 1.6434000000e+01 5.1000000000e-02
1.3420000000e+00 1.6190000000e+00 4.5900000000e-01 4.1900000000e-01 1.7957000000e+01 1.4330000000e+00 1.7350000000e+00 3.7000000000e-01 4.3400000000e-01 1.7957000000e+01 2.3100000000e-01
4.7300000000e-01 1.8760000000e+00 8.4700000000e-01 4.2600000000e-01 1.9484000000e+01 6.4700000000e-01 1.5010000000e+00 8.1000000000e-01 3.0300000000e-01 1.9484000000e+01 4.5100000000e-01
1.8650000000e+00 1.5360000000e+00 5.6300000000e-01 3.6300000000e-01 1.8128000000e+01 1.1430000000e+00 1.4930000000e+00 5.4100000000e-01 3.9800000000e-01 1.8128000000e+01 2.7900000000e-01
1.9260000000e+00 9.6000000000e-01 4.0600000000e-01 3.1400000000e-01 1.7122000000e+01 2.2100000000e+00 9.2300000000e-01 4.0100000000e-01 3.2200000000e-01 1.7122000000e+01 1.2400000000e-01
2.0910000000e+00 1.9310000000e+00 1.2600000000e+00 4.6000000000e-01 2.1079000000e+01 9.8500000000e-01 1.7400000000e+00 1.3220000000e+00 5.2000000000e-01 2.1056000000e+01 6.6400000000e-01
2.8450000000e+00 1.7800000000e+00 6.8800000000e-01 4.4400000000e-01 1.9000000000e+01 2.1460000000e+00 2.1460000000e+00 6.1900000000e-01 3.1900000000e-01 1.9000000000e+01 3.6300000000e-01
1.7100000000e+00 7.8200000000e-01 3.7600000000e-01 2.8700000000e-01 1.6415000000e+01 1.4680000000e+00 8.0300000000e-01 3.7800000000e-01 3.0500000000e-01 1.6226000000e+01 5.5000000000e-02
1.2770000000e+00 6.8100000000e-01 3.6700000000e-01 2.0300000000e-01 1.6654000000e+01 1.3190000000e+00 6.8900000000e-01 3.3000000000e-01 2.0200000000e-01 1.6854000000e+01 1.4600000000e-01
1.8100000000e+00 1.0270000000e+00 4.7700000000e-01 4.1200000000e-01 1.7029000000e+01 1.3300000000e+00 9.6200000000e-01 4.5700000000e-01 3.7100000000e-01 1.7029000000e+01 1.0700000000e-01
1.3790000000e+00 6.1400000000e-01 3.0600000000e-01 2.1200000000e-01 1.5810000000e+01 1.4740000000e+00 6.0800000000e-01 2.8600000000e-01 1.2700000000e-01 1.5692000000e+01 2.5000000000e-02
1.7680000000e+00 1.0280000000e+00 4.0700000000e-01 2.8600000000e-01 1.7081000000e+01 -2.7000000000e-01 9.8800000000e-01 3.5100000000e-01 2.6600000000e-01 1.7081000000e+01 1.5000000000e-01
1.9760000000e+00 1.0390000000e+00 4.2500000000e-01 3.6400000000e-01 1.5963000000e+01 1.7520000000e+00 1.0060000000e+00 4.3700000000e-01 3.0800000000e-01 1.5963000000e+01 1.2200000000e-01
1.5150000000e+00 1.0390000000e+00 4.9600000000e-01 2.4500000000e-01 1.7623000000e+01 1.4670000000e+00 1.0160000000e+00 4.9700000000e-01 2.0300000000e-01 1.7494000000e+01 2.2800000000e-01
1.8050000000e+00 8.9500000000e-01 3.4700000000e-01 3.1100000000e-01 1.6804000000e+01 1.7280000000e+00 8.8200000000e-01 3.7000000000e-01 2.8300000000e-01 1.6821000000e+01 1.2200000000e-01
1.9890000000e+00 1.0270000000e+00 4.6900000000e-01 3.1600000000e-01 1.7045000000e+01 2.0410000000e+00 1.0560000000e+00 4.8500000000e-01 2.9800000000e-01 1.6936000000e+01 1.6700000000e-01
1.8140000000e+00 1.1970000000e+00 4.4000000000e-01 3.4300000000e-01 1.6917000000e+01 1.5460000000e+00 1.1700000000e+00 4.2600000000e-01 3.1300000000e-01 1.6917000000e+01 1.6500000000e-01
1.2610000000e+00 5.9200000000e-01 3.7000000000e-01 2.1300000000e-01 1.7126000000e+01 1.1170000000e+00 5.2300000000e-01 3.4400000000e-01 1.7900000000e-01 1.7183000000e+01 7.7000000000e-02
1.9670000000e+00 9.7400000000e-01 4.2600000000e-01 3.5200000000e-01 1.6065000000e+01 1.8420000000e+00 9.7400000000e-01 3.8000000000e-01 3.7000000000e-01 1.6065000000e+01 1.0700000000e-01
2.3370000000e+00 1.4750000000e+00 4.9200000000e-01 3.5600000000e-01 1.7795000000e+01 1.7660000000e+00 1.5230000000e+00 4.2500000000e-01 2.7600000000e-01 1.7795000000e+01 2.3400000000e-01
1.3110000000e+00 6.0000000000e-01 3.5000000000e-01 2.9300000000e-01 1.6230000000e+01 1.2730000000e+00 5.8500000000e-01 3.6700000000e-01 2.4200000000e-01 1.6214000000e+01 3.3000000000e-02
1.3250000000e+00 9.2500000000e-01 4.1700000000e-01 2.3500000000e-01 1.7168000000e+01 1.3970000000e+00 8.4100000000e-01 4.0600000000e-01 3.0200000000e-01 1.7168000000e+01 1.7800000000e-01
-3.2410000000e+00 5.7100000000e+00 1.2460000000e+00 8.4100000000e-01 2.0639000000e+01 2.0900000000e-01 2.1490000000e+00 9.6900000000e-01 1.4060000000e+00 2.0670000000e+01 6.9700000000e-01
1.6860000000e+00 8.7800000000e-01 3.8300000000e-01 3.4900000000e-01 1.7161000000e+01 1.4880000000e+00 7.4400000000e-01 3.3800000000e-01 3.3900000000e-01 1.7161000000e+01 6.2000000000e-02
1.6440000000e+00 1.0760000000e+00 4.9800000000e-01 3.2300000000e-01 1.7093000000e+01 1.5820000000e+00 1.0320000000e+00 4.8100000000e-01 2.8000000000e-01 1.7278000000e+01 1.4300000000e-01
1.6630000000e+00 8.0900000000e-01 4.0800000000e-01 3.1700000000e-01 1.7048000000e+01 1.7290000000e+00 7.9800000000e-01 4.0100000000e-01 3.6200000000e-01 1.6942000000e+01 1.1300000000e-01
1.3460000000e+00 8.8700000000e-01 4.9200000000e-01 3.5200000000e-01 1.7444000000e+01 1.2590000000e+00 8.3900000000e-01 4.1300000000e-01 4.0600000000e-01 1.7317000000e+01 1.1700000000e-01
1.1340000000e+00 4.8100000000e-01 2.3800000000e-01 1.7700000000e-01 1.7806000000e+01 1.1720000000e+00 4.5200000000e-01 2.8800000000e-01 -4.4000000000e-02 1.7667000000e+01 6.9000000000e-02
1.4100000000e+00 6.1400000000e-01 3.5800000000e-01 2.3100000000e-01 1.7383000000e+01 1.4110000000e+00 6.0300000000e-01 3.3400000000e-01 1.9800000000e-01 1.7383000000e+01 9.0000000000e-02
1.7820000000e+00 9.5100000000e-01 4.1300000000e-01 3.3000000000e-01 1.6925000000e+01 2.0380000000e+00 8.8500000000e-01 3.6100000000e-01 3.4200000000e-01 1.6925000000e+01 1.0600000000e-01
