1.2070000000e+00 5.1000000000e-01 2.8100000000e-01 2.3100000000e-01 1.7003000000e+01 9.5100000000e-01 4.6000000000e-01 2.1600000000e-01 5.3900000000e-01 1.6911000000e+01 1.0600000000e-01
5.8940000000e+00 1.8770000000e+00 5.9500000000e-01 3.6000000000e-01 1.8285000000e+01 1.3920000000e+00 1.9180000000e+00 5.8800000000e-01 9.9000000000e-02 1.8285000000e+01 3.6900000000e-01
1.9430000000e+00 1.1440000000e+00 4.6200000000e-01 3.0100000000e-01 1.7571000000e+01 2.3800000000e+00 1.0560000000e+00 4.5200000000e-01 3.9200000000e-01 1.7571000000e+01 1.5200000000e-01
1.5770000000e+00 8.1900000000e-01 4.0200000000e-01 3.1100000000e-01 1.6298000000e+01 1.4990000000e+00 7.5400000000e-01 3.6700000000e-01 3.0400000000e-01 1.6441000000e+01 1.0300000000e-01
1.9150000000e+00 9.3700000000e-01 4.1700000000e-01 3.2100000000e-01 1.6414000000e+01 1.0630000000e+00 8.4900000000e-01 3.7900000000e-01 1.6800000000e-01 1.6414000000e+01 8.2000000000e-02
1.1010000000e+00 4.2000000000e-01 2.6600000000e-01 1.2500000000e-01 1.7545000000e+01 1.1440000000e+00 3.4400000000e-01 2.6800000000e-01 2.1800000000e-01 1.7545000000e+01 6.5000000000e-02
2.0000000000e+00 1.3650000000e+00 4.9100000000e-01 3.3300000000e-01 1.7115000000e+01 2.0490000000e+00 1.3980000000e+00 4.3900000000e-01 1.5200000000e-01 1.7115000000e+01 2.1100000000e-01
1.9600000000e+00 1.6140000000e+00 5.7900000000e-01 4.0800000000e-01 1.8415000000e+01 1.8710000000e+00 1.6440000000e+00 4.8800000000e-01 4.3300000000e-01 1.8415000000e+01 2.9700000000e-01
1.5290000000e+00 6.8200000000e-01 3.6800000000e-01 2.5900000000e-01 1.6806000000e+01 1.4080000000e+00 6.4300000000e-01 3.7700000000e-01 2.7000000000e-01 1.6680000000e+01 7.3000000000e-02
-2.0800000000e-01 7.5600000000e-01 3.2200000000e-01 1.2180000000e+00 2.1689000000e+01 -8.1600000000e-01 1.2100000000e+00 1.3300000000e-01 1.7830000000e+00 2.1722000000e+01 9.3100000000e-01
